$STR WITHDRAWAL AT SEG64                                     ELEV OF WITHDRAWAL CENTERLINE:292.     

JDAY,     TDS,    Gen1,    Gen2,    Gen3,    Gen4,    Gen5,    ISS2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    RPOM,    ALG1,      DO,     TIC,     ALK,  LDOM-P,  RDOM-P,  LPOM-P,  RPOM-P,  LDOM-N,  RDOM-N,  LPOM-N,  RPOM-N,
  4386.200,   57.0000,    2.1960,    0.0000,    0.0000,    6.0600,    0.0000,    7.5385,    0.0490,    0.0818,    0.1438,    2.4973,    2.9398,    0.7798,    0.8599,    0.0760,    4.9427,    5.3456,   16.5050,    0.0051,    0.0060,    0.0015,    0.0017,    0.2803,    0.3302,    0.0651,    0.0727,
  4386.300,   57.0000,    2.2961,    0.0000,    0.0000,    6.0600,    0.0000,    7.5265,    0.0490,    0.0829,    0.1448,    2.4807,    2.9419,    0.7753,    0.8592,    0.0749,    4.9147,    5.3535,   16.5050,    0.0051,    0.0060,    0.0015,    0.0017,    0.2784,    0.3304,    0.0647,    0.0727,
  4386.402,   57.0000,    2.3969,    0.0000,    0.0000,    6.0600,    0.0000,    7.4725,    0.0490,    0.0836,    0.1457,    2.4641,    2.9440,    0.7685,    0.8561,    0.0771,    4.9058,    5.3545,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2765,    0.3307,    0.0641,    0.0724,
  4386.501,   57.0000,    2.4969,    0.0000,    0.0000,    6.0600,    0.0000,    7.3725,    0.0490,    0.0836,    0.1467,    2.4477,    2.9461,    0.7597,    0.8504,    0.0848,    4.9216,    5.3467,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2747,    0.3309,    0.0633,    0.0719,
  4386.602,   57.0000,    2.5965,    0.0000,    0.0000,    6.0600,    0.0000,    7.4180,    0.0490,    0.0846,    0.1476,    2.4318,    2.9482,    0.7585,    0.8531,    0.0843,    4.8785,    5.3605,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2729,    0.3311,    0.0632,    0.0722,
  4386.701,   57.0000,    2.6959,    0.0000,    0.0000,    6.0600,    0.0000,    7.4686,    0.0491,    0.0862,    0.1486,    2.4159,    2.9502,    0.7572,    0.8559,    0.0787,    4.8288,    5.3761,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2711,    0.3314,    0.0631,    0.0724,
  4386.803,   57.0000,    2.7974,    0.0000,    0.0000,    6.0600,    0.0000,    7.4737,    0.0492,    0.0874,    0.1496,    2.3996,    2.9523,    0.7537,    0.8562,    0.0751,    4.7908,    5.3874,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2693,    0.3316,    0.0628,    0.0724,
  4386.901,   57.0000,    2.8956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4563,    0.0492,    0.0886,    0.1506,    2.3837,    2.9543,    0.7492,    0.8551,    0.0725,    4.7597,    5.3966,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2675,    0.3318,    0.0624,    0.0723,
  4387.000,   57.0000,    2.9950,    0.0000,    0.0000,    6.0600,    0.0000,    7.5036,    0.0493,    0.0898,    0.1517,    2.3675,    2.9563,    0.7480,    0.8578,    0.0692,    4.7057,    5.4144,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2657,    0.3321,    0.0623,    0.0726,
  4387.101,   57.0000,    3.0962,    0.0000,    0.0000,    6.0600,    0.0000,    7.4981,    0.0493,    0.0908,    0.1527,    2.3516,    2.9583,    0.7443,    0.8575,    0.0680,    4.6748,    5.4234,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2639,    0.3323,    0.0619,    0.0725,
  4387.202,   57.0000,    3.1971,    0.0000,    0.0000,    6.0600,    0.0000,    7.4889,    0.0494,    0.0917,    0.1538,    2.3359,    2.9603,    0.7404,    0.8569,    0.0670,    4.6456,    5.4319,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2621,    0.3325,    0.0616,    0.0725,
  4387.301,   57.0000,    3.2956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4799,    0.0494,    0.0926,    0.1548,    2.3206,    2.9622,    0.7368,    0.8564,    0.0661,    4.6171,    5.4403,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2604,    0.3327,    0.0612,    0.0724,
  4387.402,   57.0000,    3.3980,    0.0000,    0.0000,    6.0600,    0.0000,    7.4256,    0.0494,    0.0931,    0.1559,    2.3050,    2.9642,    0.7305,    0.8533,    0.0680,    4.6096,    5.4410,   16.5050,    0.0047,    0.0060,    0.0015,    0.0017,    0.2586,    0.3329,    0.0607,    0.0722,
  4387.500,   57.0000,    3.4962,    0.0000,    0.0000,    6.0600,    0.0000,    7.3038,    0.0494,    0.0929,    0.1569,    2.2899,    2.9661,    0.7208,    0.8463,    0.0758,    4.6443,    5.4263,   16.5050,    0.0047,    0.0060,    0.0014,    0.0016,    0.2569,    0.3332,    0.0599,    0.0716,
  4387.601,   57.0000,    3.5968,    0.0000,    0.0000,    6.0600,    0.0000,    7.3839,    0.0494,    0.0938,    0.1580,    2.2749,    2.9680,    0.7212,    0.8510,    0.0738,    4.5831,    5.4464,   16.5050,    0.0047,    0.0061,    0.0014,    0.0017,    0.2552,    0.3334,    0.0599,    0.0720,
  4387.702,   57.0000,    3.6979,    0.0000,    0.0000,    6.0600,    0.0000,    7.4629,    0.0495,    0.0954,    0.1591,    2.2596,    2.9700,    0.7213,    0.8555,    0.0665,    4.5182,    5.4675,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2535,    0.3336,    0.0599,    0.0724,
  4387.801,   57.0000,    3.7973,    0.0000,    0.0000,    6.0600,    0.0000,    7.4749,    0.0496,    0.0964,    0.1603,    2.2446,    2.9718,    0.7183,    0.8561,    0.0636,    4.4799,    5.4792,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2518,    0.3338,    0.0596,    0.0724,
  4387.901,   57.0000,    3.8962,    0.0000,    0.0000,    6.0600,    0.0000,    7.4876,    0.0496,    0.0973,    0.1614,    2.2295,    2.9737,    0.7156,    0.8568,    0.0613,    4.4357,    5.4934,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2501,    0.3340,    0.0593,    0.0725,
  4388.000,   57.0000,    3.9972,    0.0000,    0.0000,    6.0600,    0.0000,    7.4929,    0.0497,    0.0981,    0.1625,    2.2145,    2.9756,    0.7125,    0.8571,    0.0600,    4.4002,    5.5042,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2484,    0.3342,    0.0590,    0.0725,
  4388.100,   57.0000,    4.0956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4865,    0.0497,    0.0989,    0.1636,    2.2001,    2.9774,    0.7091,    0.8567,    0.0591,    4.3717,    5.5125,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2468,    0.3344,    0.0587,    0.0725,
  4388.200,   57.0000,    4.1961,    0.0000,    0.0000,    6.0600,    0.0000,    7.4792,    0.0498,    0.0996,    0.1647,    2.1854,    2.9792,    0.7055,    0.8563,    0.0582,    4.3427,    5.5210,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2452,    0.3346,    0.0584,    0.0724,
  4388.301,   57.0000,    4.2977,    0.0000,    0.0000,    6.0600,    0.0000,    7.4710,    0.0498,    0.1003,    0.1659,    2.1707,    2.9811,    0.7019,    0.8558,    0.0573,    4.3138,    5.5296,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2435,    0.3348,    0.0580,    0.0724,
  4388.401,   57.0000,    4.3973,    0.0000,    0.0000,    6.0600,    0.0000,    7.4179,    0.0498,    0.1006,    0.1671,    2.1565,    2.9828,    0.6962,    0.8527,    0.0590,    4.3094,    5.5294,   16.5050,    0.0044,    0.0061,    0.0014,    0.0017,    0.2419,    0.3350,    0.0575,    0.0721,
  4388.501,   57.0000,    4.4963,    0.0000,    0.0000,    6.0600,    0.0000,    7.3382,    0.0498,    0.1004,    0.1682,    2.1425,    2.9846,    0.6894,    0.8482,    0.0648,    4.3237,    5.5225,   16.5050,    0.0044,    0.0061,    0.0014,    0.0016,    0.2403,    0.3352,    0.0569,    0.0717,
