$STR WITHDRAWAL AT SEG64                                     ELEV OF WITHDRAWAL CENTERLINE:280.     

JDAY,     TDS,    Gen1,    Gen2,    Gen3,    Gen4,    Gen5,    ISS2,     PO4,     NH4,     NO3,    LDOM,    RDOM,    LPOM,    RPOM,    ALG1,      DO,     TIC,     ALK,  LDOM-P,  RDOM-P,  LPOM-P,  RPOM-P,  LDOM-N,  RDOM-N,  LPOM-N,  RPOM-N,
  4386.200,   57.0000,    2.1960,    0.0000,    0.0000,    6.0600,    0.0000,    7.5385,    0.0490,    0.0818,    0.1438,    2.4973,    2.9398,    0.7798,    0.8599,    0.0760,    4.9427,    5.3456,   16.5050,    0.0051,    0.0060,    0.0015,    0.0017,    0.2803,    0.3302,    0.0651,    0.0727,
  4386.300,   57.0000,    2.2961,    0.0000,    0.0000,    6.0600,    0.0000,    7.5265,    0.0490,    0.0829,    0.1448,    2.4807,    2.9419,    0.7753,    0.8592,    0.0749,    4.9147,    5.3535,   16.5050,    0.0051,    0.0060,    0.0015,    0.0017,    0.2784,    0.3304,    0.0647,    0.0727,
  4386.402,   57.0000,    2.3969,    0.0000,    0.0000,    6.0600,    0.0000,    7.5220,    0.0491,    0.0840,    0.1457,    2.4640,    2.9440,    0.7711,    0.8589,    0.0741,    4.8850,    5.3621,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2765,    0.3307,    0.0643,    0.0726,
  4386.501,   57.0000,    2.4969,    0.0000,    0.0000,    6.0600,    0.0000,    7.5187,    0.0491,    0.0849,    0.1467,    2.4477,    2.9461,    0.7671,    0.8587,    0.0737,    4.8558,    5.3705,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2747,    0.3309,    0.0640,    0.0726,
  4386.602,   57.0000,    2.5964,    0.0000,    0.0000,    6.0600,    0.0000,    7.5162,    0.0491,    0.0859,    0.1477,    2.4314,    2.9482,    0.7632,    0.8585,    0.0734,    4.8270,    5.3790,   16.5050,    0.0050,    0.0060,    0.0015,    0.0017,    0.2729,    0.3311,    0.0636,    0.0726,
  4386.701,   57.0000,    2.6956,    0.0000,    0.0000,    6.0600,    0.0000,    7.5229,    0.0492,    0.0869,    0.1487,    2.4153,    2.9502,    0.7597,    0.8589,    0.0720,    4.7934,    5.3890,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2711,    0.3314,    0.0633,    0.0726,
  4386.803,   57.0000,    2.7971,    0.0000,    0.0000,    6.0600,    0.0000,    7.5298,    0.0492,    0.0880,    0.1497,    2.3989,    2.9523,    0.7563,    0.8593,    0.0706,    4.7590,    5.3992,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2692,    0.3316,    0.0630,    0.0727,
  4386.901,   57.0000,    2.8952,    0.0000,    0.0000,    6.0600,    0.0000,    7.5363,    0.0493,    0.0889,    0.1507,    2.3833,    2.9543,    0.7530,    0.8597,    0.0695,    4.7258,    5.4091,   16.5050,    0.0049,    0.0060,    0.0015,    0.0017,    0.2675,    0.3318,    0.0627,    0.0727,
  4387.000,   57.0000,    2.9950,    0.0000,    0.0000,    6.0600,    0.0000,    7.5036,    0.0493,    0.0898,    0.1517,    2.3675,    2.9563,    0.7480,    0.8578,    0.0692,    4.7057,    5.4144,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2657,    0.3321,    0.0623,    0.0726,
  4387.101,   57.0000,    3.0962,    0.0000,    0.0000,    6.0600,    0.0000,    7.4981,    0.0493,    0.0908,    0.1527,    2.3516,    2.9583,    0.7443,    0.8575,    0.0680,    4.6748,    5.4234,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2639,    0.3323,    0.0619,    0.0725,
  4387.202,   57.0000,    3.1971,    0.0000,    0.0000,    6.0600,    0.0000,    7.4889,    0.0494,    0.0917,    0.1538,    2.3359,    2.9603,    0.7404,    0.8569,    0.0670,    4.6456,    5.4319,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2621,    0.3325,    0.0616,    0.0725,
  4387.301,   57.0000,    3.2956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4799,    0.0494,    0.0926,    0.1548,    2.3206,    2.9622,    0.7368,    0.8564,    0.0661,    4.6171,    5.4403,   16.5050,    0.0048,    0.0060,    0.0015,    0.0017,    0.2604,    0.3327,    0.0612,    0.0724,
  4387.402,   57.0000,    3.3980,    0.0000,    0.0000,    6.0600,    0.0000,    7.4790,    0.0494,    0.0935,    0.1559,    2.3048,    2.9642,    0.7331,    0.8563,    0.0652,    4.5855,    5.4497,   16.5050,    0.0047,    0.0060,    0.0015,    0.0017,    0.2586,    0.3329,    0.0609,    0.0724,
  4387.500,   57.0000,    3.4963,    0.0000,    0.0000,    6.0600,    0.0000,    7.4765,    0.0495,    0.0942,    0.1570,    2.2900,    2.9661,    0.7295,    0.8562,    0.0652,    4.5580,    5.4577,   16.5050,    0.0047,    0.0060,    0.0015,    0.0017,    0.2569,    0.3332,    0.0606,    0.0724,
  4387.601,   57.0000,    3.5967,    0.0000,    0.0000,    6.0600,    0.0000,    7.4802,    0.0495,    0.0949,    0.1580,    2.2747,    2.9680,    0.7260,    0.8564,    0.0648,    4.5271,    5.4667,   16.5050,    0.0047,    0.0061,    0.0014,    0.0017,    0.2552,    0.3334,    0.0603,    0.0724,
  4387.702,   57.0000,    3.6977,    0.0000,    0.0000,    6.0600,    0.0000,    7.4978,    0.0496,    0.0958,    0.1592,    2.2593,    2.9699,    0.7231,    0.8574,    0.0630,    4.4891,    5.4782,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2535,    0.3336,    0.0600,    0.0725,
  4387.801,   57.0000,    3.7971,    0.0000,    0.0000,    6.0600,    0.0000,    7.5135,    0.0496,    0.0966,    0.1603,    2.2442,    2.9718,    0.7201,    0.8583,    0.0617,    4.4528,    5.4892,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2518,    0.3338,    0.0598,    0.0726,
  4387.901,   57.0000,    3.8962,    0.0000,    0.0000,    6.0600,    0.0000,    7.4876,    0.0496,    0.0973,    0.1614,    2.2295,    2.9737,    0.7156,    0.8568,    0.0613,    4.4357,    5.4934,   16.5050,    0.0046,    0.0061,    0.0014,    0.0017,    0.2501,    0.3340,    0.0593,    0.0725,
  4388.000,   57.0000,    3.9972,    0.0000,    0.0000,    6.0600,    0.0000,    7.4929,    0.0497,    0.0981,    0.1625,    2.2145,    2.9756,    0.7125,    0.8571,    0.0600,    4.4002,    5.5042,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2484,    0.3342,    0.0590,    0.0725,
  4388.100,   57.0000,    4.0956,    0.0000,    0.0000,    6.0600,    0.0000,    7.4865,    0.0497,    0.0989,    0.1636,    2.2001,    2.9774,    0.7091,    0.8567,    0.0591,    4.3717,    5.5125,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2468,    0.3344,    0.0587,    0.0725,
  4388.200,   57.0000,    4.1961,    0.0000,    0.0000,    6.0600,    0.0000,    7.4792,    0.0498,    0.0996,    0.1647,    2.1854,    2.9792,    0.7055,    0.8563,    0.0582,    4.3427,    5.5210,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2452,    0.3346,    0.0584,    0.0724,
  4388.301,   57.0000,    4.2977,    0.0000,    0.0000,    6.0600,    0.0000,    7.4710,    0.0498,    0.1003,    0.1659,    2.1707,    2.9811,    0.7019,    0.8558,    0.0573,    4.3138,    5.5296,   16.5050,    0.0045,    0.0061,    0.0014,    0.0017,    0.2435,    0.3348,    0.0580,    0.0724,
  4388.401,   57.0000,    4.3972,    0.0000,    0.0000,    6.0600,    0.0000,    7.4723,    0.0498,    0.1009,    0.1671,    2.1564,    2.9828,    0.6987,    0.8558,    0.0565,    4.2834,    5.5387,   16.5050,    0.0044,    0.0061,    0.0014,    0.0017,    0.2419,    0.3350,    0.0577,    0.0724,
  4388.501,   57.0000,    4.4964,    0.0000,    0.0000,    6.0600,    0.0000,    7.4730,    0.0499,    0.1015,    0.1682,    2.1423,    2.9846,    0.6953,    0.8559,    0.0562,    4.2544,    5.5471,   16.5050,    0.0044,    0.0061,    0.0014,    0.0017,    0.2403,    0.3352,    0.0574,    0.0724,
